Ontology,Dimension 1,Dimension 2,Dimension 3,Predictor,Description,Classification Output,Estimation Output
root,6,6,1,I10,Essential (primary) hypertension,0.0013462702590576747,5.9952187103612387e-5
root,3,7,1,O363,Maternal care for signs of fetal hypoxia,-0.0020248350150018357,-8.657970254333236e-5
root,4,7,1,9716,Replacement of wound packing or drain,-2.8097681765509863e-5,-3.886844011635748e-5
root,5,7,1,O610,Failed medical induction of labour,-0.003462143326556283,1.3680203005933533e-5
root,6,7,1,9659,Other irrigation of wound,9.503942884386274e-4,2.5829187659387465e-4
root,4,4,10,K073,Anomalies of tooth position,-0.011351874094734676,1.2194456208725057e-4
root,3,5,10,Z354,Supervision of pregnancy with grand multiparity,-0.004290330666638271,0.001091021150558702
root,4,4,11,Q501,Developmental ovarian cyst,-0.0053952895530823275,1.4124474010551724e-4
root,4,4,12,O311,Continuing pregnancy after abortion of one fetus or more,1.7074330260483106e-4,3.436742806475074e-5
root,2,1,2,O441,Placenta praevia with haemorrhage,-0.0017048557875677661,4.322514338988559e-4
root,3,1,2,B373,Candidiasis of vulva and vagina,-0.005426335114790806,2.3081642994074447e-4
root,4,1,2,O268,Other specified pregnancy-related conditions,-0.00886968113454766,-4.197616920323388e-5
root,5,1,2,598,Ureteral catheterization,0.0023271321447852072,-4.3919906302331e-4
root,2,2,2,O149,"Pre-eclampsia, unspecified",-0.006048121062746478,1.4225053837108037e-5
root,3,2,2,Z038,Observation for other suspected diseases and conditions,-0.00915500678047404,-9.432407381290697e-5
root,4,2,2,9764,Removal of other urinary drainage device,-0.00304336797515381,-6.274119881408136e-5
root,6,2,2,8879,Other diagnostic ultrasound,0.01087657245449375,5.664317844494837e-5
root,7,2,2,O13,Gestational [pregnancy-induced] hypertension without significant proteinuria,-1.6752660859802038e-4,-5.983757882477292e-5
root,2,3,2,D259,"Leiomyoma of uterus, unspecified",-0.004145480665215362,1.0596415956989902e-4
root,3,3,2,9394,Respiratory medication administered by nebulizer,0.0035175992524115324,8.72410006546448e-5
root,5,3,2,O262,Pregnancy care of habitual aborter,0.0012082655094077521,3.206153304358139e-5
root,6,3,2,O600,Preterm labour without delivery,-4.722970398438747e-4,-2.96714670872944e-5
root,7,3,2,O479,"False labour, unspecified",0.002010991880037477,-5.916658083293669e-5
root,1,4,2,897,General physical examination,0.003848381028380851,1.7090243183251475e-4
root,2,4,2,Z090,Follow-up examination after surgery for other conditions,0.006840971006404961,-3.310391041380645e-5
root,4,4,2,R69,Unknown and unspecified causes of morbidity,-0.0040711602461855345,9.46555031412083e-6
root,5,4,2,J680,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",-0.0023484756647828425,4.030257645240565e-5
root,7,4,2,697,Insertion of intrauterine contraceptive device,-0.003225137401164424,-7.930101246436672e-5
root,1,5,2,7534,Other fetal monitoring,0.008495592456704198,9.563375629326187e-5
root,2,5,2,G439,"Migraine, unspecified",0.00511286312343448,-2.4043737861240144e-4
root,3,5,2,N390,"Urinary tract infection, site not specified",-0.003147039105896865,-1.2423589874498847e-4
root,6,5,2,I842,Internal haemorrhoids without complication,9.811427420412296e-4,2.1726571134861317e-5
root,1,6,2,9929,Injection or infusion of other therapeutic or prophylactic substance,-5.184183055794295e-4,9.569110739882092e-5
root,2,6,2,9921,Injection of antibiotic,-4.230110592010339e-4,-1.6681962038939124e-4
root,4,6,2,N760,Acute vaginitis,0.004115442613087619,-1.4342731037814138e-5
root,5,6,2,causal_A03,Chorioamnionitis,1.9686765985753307e-4,-2.685953416181608e-6
root,6,6,2,9789,Removal of other therapeutic device,-0.0023726708920420864,2.1638478781976778e-5
root,3,7,2,9396,Other oxygen enrichment,4.096313015301972e-4,7.735029818928263e-5
root,4,7,2,R53,Malaise and fatigue,-0.0012933437843464513,4.090048052191042e-5
root,5,7,2,9904,Transfusion of packed cells,-5.755621394102628e-4,1.990490617884144e-5
root,6,7,2,8602,Injection or tattooing of skin lesion or defect,0.0013315774990663165,1.596751360581905e-4
root,3,1,3,O342,Maternal care due to uterine scar from previous surgery,0.009515681173796975,2.3881823403630598e-4
root,2,2,3,734,Flat foot,-0.0030276678236039745,0.00214665737109751
root,4,2,3,Z719,"Counselling, unspecified",0.008621103388296213,4.17672739244368e-5
root,6,2,3,J40,"Bronchitis, not specified as acute or chronic",4.159297693513281e-4,1.9647770923092445e-4
root,7,2,3,9059,"Microscopic examination of blood, Other microscopic examination",-9.440002194733618e-4,8.669788453069538e-6
root,2,3,3,J459,"Asthma, unspecified",0.009212167905288025,0.0015249268307849645
root,5,3,3,9783,Removal of abdominal wall sutures,-0.00835073325762073,5.394046646325576e-4
root,6,3,3,Z355,Supervision of elderly primigravida,-6.559026262907275e-4,7.601522198502977e-4
root,7,3,3,8878,Diagnostic ultrasound of gravid uterus,-0.0021985636181130405,2.856261029838686e-4
root,4,4,3,Z508,Care involving use of other rehabilitation procedures,-0.002945844976224847,-5.646361680344825e-5
root,5,4,3,R202,Paraesthesia of skin,0.002277735512735031,4.950476610357801e-4
root,7,4,3,5794,Insertion of indwelling urinary catheter,-0.0012367256525495848,-8.522143526688841e-5
root,1,5,3,Z360,Antenatal screening for chromosomal anomalies,0.002702428872938173,-0.0019243804385921937
root,2,5,3,K297,"Gastritis, unspecified",0.005756506161555559,-0.0023009564020172596
root,3,5,3,I959,"Hypotension, unspecified",-0.003297722324888022,-0.0016815882972971707
root,6,5,3,H521,Myopia,0.0021349475031054088,1.575118208897719e-5
root,2,6,3,8749,Other chest x,0.0033281091507155365,-0.0018884559806977633
root,4,6,3,E780,Pure hypercholesterolaemia,-0.0013936771589826147,-1.6526379286690984e-4
root,5,6,3,H663,Other chronic suppurative otitis media,-6.519048634544555e-4,-8.97527923026109e-5
root,6,6,3,causal_A11,Periodontal disease,-0.0031083121611701434,-2.3624418592532725e-4
root,3,7,3,7171,Suture of laceration of vulva or perineum,0.0032794659971299572,-0.0017263158203352919
root,5,7,3,K290,Acute haemorrhagic gastritis,-0.002237408759997575,-2.384787047979703e-4
root,3,1,4,O150,Eclampsia in pregnancy,-0.010149082619229609,-4.5985326174917407e-4
root,2,2,4,Z018,Other specified special examinations,-0.005545082117738562,-9.908236858963276e-4
root,4,2,4,I500,Congestive heart failure,-0.01013652267702354,-1.1814162798744893e-4
root,6,2,4,O991,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",-0.009172934759360207,-2.8035181494165395e-4
root,2,3,4,H811,Benign paroxysmal verti,0.002992191837904501,-0.0010049808874081217
root,5,3,4,O860,Infection of obstetric surgical wound,-0.011939041500229924,-1.1546948027429949e-4
root,6,3,4,J398,Other specified diseases of upper respiratory tract,0.007648504373098414,-1.646950028345931e-4
root,4,4,4,9389,"Rehabilitation, not elsewhere classified",-0.011049848490780924,1.7581469504812652e-5
root,7,4,4,Z099,Follow-up examination after unspecified treatment for other conditions,-0.003401705577049617,-1.5605419842103924e-5
root,1,5,4,O345,Maternal care for other abnormalities of gravid uterus,-0.003598254565274614,7.120382004669051e-4
root,3,5,4,N342,Other urethritis,0.00845965545469518,0.0012370187345077804
root,2,6,4,9131,"Microscopic examination of specimen from bladder, urethra, prostate,seminal vesicle, perivesical tissue, and of urine and semen, Bacterial smear",6.712586863601988e-4,0.0017722943323723317
root,5,6,4,O120,Gestational oedema,-0.00758301448582549,2.0748510447346838e-5
root,6,6,4,O235,Infections of the genital tract in pregnancy,-0.007483614943796596,4.761119018342752e-6
root,5,7,4,O141,Severe pre-eclampsia,-0.005248188130828599,8.253037521300036e-5
root,3,1,5,Z000,General medical examination,0.005852960037086796,-2.843664797992692e-4
root,2,2,5,Z014,Gynaecological examination (general) (routine),0.006504114346312068,-2.510756289151178e-4
root,4,2,5,Z369,"Antenatal screening, unspecified",-0.010655859566198606,6.649998881617936e-5
root,5,3,5,O411,Infection of amniotic sac and membranes,-0.011752979228529803,-1.2770775872928894e-5
root,6,3,5,8876,Diagnostic ultrasound of abdomen and retroperitoneum,-0.011532536926432468,-8.108385048001716e-5
root,4,4,5,K089,"Disorder of teeth and supporting structures, unspecified",0.005198279223280672,-2.3136492067962755e-5
root,7,4,5,M545,Low back pain,-8.495128514843242e-4,6.598770028029208e-5
root,1,5,5,A09,Diarrhoea and gastroenteritis of presumed infectious origin,0.0023999558075543277,9.722740143455798e-5
root,3,5,5,O901,Disruption of perineal obstetric wound,-0.0011452803832404657,2.9343625830330344e-4
root,5,6,5,Z710,Person consulting on behalf of another person,0.0031369996836368985,4.030520365106219e-5
root,6,6,5,K291,Other acute gastritis,3.932488082450808e-4,2.4019661797161466e-5
root,5,7,5,M069,"Rheumatoid arthritis, unspecified",-0.0010573924945662116,-2.87255417231215e-5
root,3,1,6,6909,Other dilation and curettage of uterus,0.0014932972082765117,-3.2301589091569827e-4
root,2,2,6,J069,"Acute upper respiratory infection, unspecified",0.004960137700224937,2.7545063971091185e-4
root,6,3,6,N920,Excessive and frequent menstruation with regular cycle,-0.01551000694908386,8.808117282994073e-5
root,4,4,6,T384,Poisoning by oral contraceptives,-0.00400331922850003,-2.1713996336861566e-5
root,1,5,6,H527,"Disorder of refraction, unspecified",0.00560288842935644,-2.1735948634194792e-4
root,3,5,6,P229,"Respiratory distress of newborn, unspecified",0.0015204859660024883,4.0691585459403865e-5
root,5,6,6,9775,Removal of vaginal or vulvar packing,3.640294088204793e-4,1.934058965018942e-5
root,6,6,6,O321,Maternal care for breech presentation,-0.0038075549778995854,-2.312596755924337e-5
root,2,2,7,H522,Astigmatism,9.480204255112035e-4,-0.0010406778395869731
root,6,3,7,Z012,Dental examination,-0.003962214663522742,1.8381699793235118e-5
root,4,4,7,Z479,"Orthopaedic follow-up care, unspecified",-1.8413104975516237e-5,9.095143842341447e-6
root,1,5,7,causal_A06,APH,0.003975001805894836,5.628347853634669e-4
root,3,5,7,I219,"Acute myocardial infarction, unspecified",-0.0046748117859615225,0.0012297990898780808
root,5,6,7,causal_A10,GTI,0.001441161601832712,3.5566792826041693e-6
root,2,2,8,9139,"Microscopic examination of specimen from bladder, urethra, prostate,seminal vesicle, perivesical tissue, and of urine and semen, Other microscopic examination",0.0031877910979856983,3.4014905786913015e-4
root,6,3,8,D500,Iron deficiency anaemia secondary to blood loss (chronic),-0.006294092629944514,2.6425792185615776e-4
root,4,4,8,L024,"Cutaneous abscess, furuncle and carbuncle of limb",0.0036763010574760585,-2.346742503242516e-5
root,3,5,8,R12,Heartburn,-1.1388465098627343e-4,-6.391764464126898e-4
root,5,6,8,9616,Other vaginal dilation,0.0028057866574636436,-6.684449944578674e-5
root,2,2,9,J060,Acute larynpharyngitis,-0.0021648946156584137,0.002606139685321914
root,6,3,9,Z380,"Singleton, born in hospital",0.002642457165164036,8.155396005607024e-4
root,4,4,9,B379,"Candidiasis, unspecified",0.0048009037106848396,-4.189279713640026e-5
root,3,5,9,Z305,Surveillance of (intrauterine) contraceptive device,-0.001044490586779587,-0.002496949037812224
