Candidate predictor,Nonevent,Event,Perfect separation,Description
O469,42.128843168476934,86.36907928849801,No,"Antepartum haemorrhage, unspecified"
K290,164.97511766249332,135.45984662736473,No,Acute haemorrhagic gastritis
232,67.09700992565922,49.27594201573889,No,Restoration of tooth by filling
Z362,66.51052030718029,0,Yes,Other antenatal screening based on amniocentesis
O908,60.66118718963129,3.24037034920393,No,"Other complications of the puerperium, not elsewhere classified"
L023,180.34782742090354,NA,Yes,"Cutaneous abscess, furuncle and carbuncle of buttock"
I842,178.3214216424773,74.66066825722486,No,Internal haemorrhoids without complication
K121,163.3646504193191,117.7591191582526,No,Other forms of stomatitis
H609,165.49105577478383,148.15883918322965,No,"Otitis externa, unspecified"
L509,168.3034923756689,190.78037430383714,No,"Urticaria, unspecified"
J4590,184.17153391624913,256.98611227994775,No,
3899,34.285032547195414,38.586395399284314,No,Other puncture of vein
J101,164.3836190046893,192.08664339674576,No,"Influenza with other respiratory manifestations, influenza virus identified"
O266,11.199575854702541,NA,Yes,"Liver disorders in pregnancy, childbirth and the puerperium"
G439,166.00176894397725,154.24073947659133,No,"Migraine, unspecified"
N920,170.30777257508154,125.53029333772206,No,Excessive and frequent menstruation with regular cycle
H542,158.83120877718406,229.729924248536,No,"Low vision, both eyes"
L308,155.05731890437013,179.32923576033858,No,Other specified dermatitis
Z357,124.1195361649497,27.48090245970827,No,Supervision of high-risk pregnancy due to social problems
Z391,73.57320312506066,47.44533696792552,No,Care and examination of lactating mother
O665,105.21291297389125,54.52034332482977,No,"Failed application of vacuum extractor and forceps, unspecified"
8602,45.64104025284973,22.835589568552773,No,Injection or tattooing of skin lesion or defect
O0390,205.6361415743789,68.71026124240834,No,
O900,80.3773525428629,199.2076716107375,No,Disruption of caesarean section wound
H813,160.83714767588611,235.1837226493566,No,Other peripheral verti
D648,150.34840817543986,20.825435901507678,No,Other specified anaemias
O089,11.9237899879513,0,Yes,"Complication following abortion and ectopic and molar pregnancy, unspecified"
O718,108.48692567990975,0,Yes,Other specified obstetric trauma
R12,157.12039990873077,127.60132145121867,No,Heartburn
S009,162.69895967488526,54.22176684690383,No,"Superficial injury of head, part unspecified"
Z006,202.46765768776876,7.745966692414834,No,Examination for normal comparison and control in clinical research programme
E780,164.43934833351295,122.88325314069051,No,Pure hypercholesterolaemia
Z508,173.65088948962406,20.2837021134844,No,Care involving use of other rehabilitation procedures
Z479,137.96523909516623,109.4927909241874,No,"Orthopaedic follow-up care, unspecified"
N911,139.32721707613237,146.2365768359523,No,Secondary amenorrhoea
9339,63.37841439027145,0.8660254037844386,No,Other physical therapy
9389,69.86575291934429,9.304202374098589,No,"Rehabilitation, not elsewhere classified"
A78,159.30989890062432,82.34229546951194,No,Q fever
Q505,112.67829900916621,NA,Yes,Embryonic cyst of broad ligament
E880,95.05557419409747,7.990903919741837,No,"Disorders of plasma-protein metabolism, not elsewhere classified"
O629,53.67754377949368,9.981682569993126,No,"Abnormality of forces of labour, unspecified"
L024,164.70614689839428,174.53509386921442,No,"Cutaneous abscess, furuncle and carbuncle of limb"
H608,167.3776804828107,75.78831889576223,No,Other otitis externa
1811,69.38011384203843,75.78831889576223,No,Otoscopy
O262,70.5975063397472,199.44531431900197,No,Pregnancy care of habitual aborter
9149,25.393107099037266,71.6846629976797,No,Other microscopic examination of specimen from female genital tract
N939,157.16043115864238,147.00794979043582,No,"Abnormal uterine and vaginal bleeding, unspecified"
A014,154.2615187198748,47.08057844597506,No,"Paratyphoid fever, unspecified"
N300,191.70601299110783,NA,Yes,Acute cystitis
D508,145.11183562475236,261.2490477208767,No,Other iron deficiency anaemias
H103,156.43363046815716,318.3398154413583,No,"Acute conjunctivitis, unspecified"
R609,165.69349136681788,38.49846578932553,No,"Oedema, unspecified"
2371,63.37650025634101,32.65008082344939,No,Root canal therapy with irrigation
J209,170.02821289222015,157.8710247602118,No,"Acute bronchitis, unspecified"
J310,174.532204605717,146.9103622807273,No,Chronic rhinitis
M199,147.39813673153245,49.080715832867256,No,"Arthrosis, unspecified"
L235,168.81210003778168,218.9607488199872,No,Allergic contact dermatitis due to other chemical products
H720,169.31415319499368,96.51584417131018,No,Central perforation of tympanic membrane
B653,176.96748150741226,37.64305273592867,No,Cercarial dermatitis
J680,141.12913358113138,29.12700384421948,No,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours"
H46,165.82720062346735,124.10415071851509,No,Optic neuritis
O063,120.81866657846564,68.48519592552766,No,"Unspecified abortion, incomplete, with other and unspecified complications"
G560,139.72717467896936,NA,Yes,Carpal tunnel syndrome
L300,173.72425981131596,30.74666067814752,No,Nummular dermatitis
K073,183.05772834223754,193.81434415439946,No,Anomalies of tooth position
A231,166.24306999866383,209.01924894270246,No,Brucellosis due to Brucella abortus
O288,62.96816234649166,56.574185202904594,No,Other abnormal findings on antenatal screening of mother
Z711,189.61576371016614,62.897208392180744,No,Person with feared complaint in whom no diagnosis is made
Z861,165.2203103389536,69.50740967695458,No,Personal history of infectious and parasitic diseases
J09,97.20999786915378,24.176434807473164,No,Influenza due to identified avian infliuenza virus
O260,71.79090975970202,127.38053226454974,No,Excessive weight gain in pregnancy
O221,54.24219964689757,8.234653836654205,No,Genital varices in pregnancy
E282,187.118939835994,69.28413172647045,No,Polycystic ovarian syndrome
B359,173.91655493455377,NA,Yes,"Dermatophytosis, unspecified"
H041,190.14802807744553,NA,Yes,Other disorders of lacrimal gland
O82,6.0250023730095945,12.324667780408358,No,NA
O312,42.160557914692745,9.516486119598774,No,Continuing pregnancy after intrauterine death of one fetus or more
I863,14.495689014324224,69.54546303369781,No,Vulval varices
D519,146.0912016162979,50.035372103527536,No,"Vitamin B12 deficiency anaemia, unspecified"
O104,4.750379110651617,0,Yes,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"
B86,174.87477878603514,121.72696720716633,No,Scabies
