Z000	K297	0.007047444248268876
J060	D500	0.0070401098674654815
Z099	8879	0.007026729225894553
A09	8879	0.007020046665431326
Z355	9059	0.007009660643849735
K089	7171	0.007006343538831794
O441	O13	0.0070035564190262635
9131	5794	0.006991400121582659
K297	E780	0.006987112977495325
D500	9659	0.006979841231400902
O410	7171	0.006978477385023474
Z300	M545	0.006976639297051353
O622	J060	0.006968216086839668
K30	H663	0.006959538031934698
Z710	Z309	0.0069506020346801495
Z038	9059	0.006932880533615726
O149	9764	0.006931704014585502
O441	H522	0.006926660334018339
Z710	Z380	0.006881781025158765
R53	O440	0.006858792065350565
Z301	8878	0.006845194042699464
Z301	M069	0.0068406002963892504
N390	8878	0.006838769995204113
J459	J060	0.006833355083038332
O321	9139	0.006821044848643999
N760	J069	0.0068101936158015365
O345	9357	0.006787222484935061
O622	9929	0.006784213567309248
Z368	8602	0.0067641300652458635
O479	causal_A11	0.006761526942042687
O479	8879	0.00675368074775399
I10	H663	0.0067471936604159965
N946	D259	0.006741059761122269
O600	O363	0.006735248329734267
Z719	Z355	0.006725632620398047
Z368	H527	0.006715023394055263
Z368	A09	0.00671247212222183
O622	7534	0.006708241815830676
Z710	K297	0.006687373145932979
O622	O149	0.0066804772104834
J069	H531	0.006677440104631296
Z368	O321	0.006668163452552317
O440	O363	0.0066596174538966525
Z014	897	0.006648315487376138
O150	O140	0.006626576720433331
O479	9929	0.0066198648082383404
M545	I959	0.00661031991293935
Z320	K529	0.0066032613554078985
Z349	H522	0.006593102464393594
Z308	H669	0.00659286312098345
I500	9904	0.006533980227625282
O141	O109	0.0065154614743391775
M545	A09	0.0065137068963223
7534	7171	0.006513359256462522
O149	9904	0.006505201393032844
9394	7534	0.00648884256840129
O440	697	0.0064888415624537515
Z380	9059	0.006486016023420034
O410	O149	0.006463859864459241
D259	8878	0.006439968810592846
Z014	D259	0.006436517778158311
N760	M545	0.006427211614795042
O345	K291	0.006420534808087124
K291	697	0.00641991686412529
O610	H521	0.006409417969152493
Z380	O600	0.006406899161984635
O268	9918	0.006403900038602851
O991	O479	0.0063775509256722976
O440	B373	0.006377507424090397
O610	D500	0.006376787707172254
9357	8879	0.00636109297568591
K291	I959	0.006351609992160688
I849	9059	0.006351167447180617
I10	E780	0.006347504969970297
O622	H527	0.006343106701547245
Z710	B373	0.006325568363224228
O311	O13	0.006298646254148757
J40	A09	0.006298365784940289
Z099	Z014	0.0062856054820606
Z090	K029	0.006278381005368851
Z000	697	0.0062778618721131595
Z300	D500	0.006270009378973294
J060	G439	0.0062669787455412
O632	O469	0.006229182107671457
O479	J060	0.0062195113137612605
Z710	9396	0.006212335507143732
O622	7171	0.0062108430759684535
Z300	897	0.006200832765442901
M545	D259	0.006198942842335154
D500	9396	0.006191911922599061
causal_A03	9059	0.006183558612353336
8749	5794	0.006146084255964152
O268	9904	0.00614575461992713
M545	causal_A06	0.006142304455879941
H521	D500	0.006138093537133375
Z320	J459	0.006132339875680254
O441	I500	0.006120147927428469
O149	9789	0.006119820545424358
H521	8878	0.006117137714146105
O479	9921	0.006095415889419478
Z719	Z369	0.006078334719149459
Z309	L209	0.006063783982699159
Z369	R53	0.006032546052144662
Z038	K30	0.0060231822903208145
6909	5794	0.0060180568391032755
O600	9764	0.006016527387017362
Z719	H669	0.005994644461936465
Z309	Z308	0.005990896795153738
K30	K029	0.0059773763279459035
O109	9918	0.0059681935777450585
N920	6909	0.005932669662079322
O622	H669	0.005926348292083153
O600	9396	0.005916525580715677
R53	734	0.005905724866198821
causal_A10	A09	0.005894621262858699
O13	H663	0.005891504173596994
O268	9929	0.005887218208727608
Z308	M069	0.005875575427099939
Z309	K529	0.0058740226120103855
K297	K089	0.005873973621272463
O321	598	0.005867584582242968
Z360	K291	0.005867421460054933
O410	8879	0.005863721143507045
J459	8602	0.005862306128689841
H521	D259	0.0058424383429668625
O268	J40	0.005837769537570577
O311	J069	0.005822321693256626
R53	N946	0.005819250600644624
O622	598	0.005816939408381172
H521	897	0.005814604074647857
O600	O109	0.0058015444927205315
R53	O149	0.005789238494051755
O619	9659	0.005770407430187996
Z309	Z305	0.00575566911298865
O619	O141	0.005711308187894861
Z349	H521	0.005677353172575506
M069	causal_A11	0.005672859025673261
O440	O268	0.005665785637309652
R202	734	0.005651775704939442
K30	G439	0.0056502005494438986
R53	O262	0.005648776086391395
O141	I219	0.005648413750822091
O321	N760	0.005639492487319119
O262	8878	0.00560023204108659
J069	causal_A11	0.005599403568162734
Z355	O479	0.005568516096216064
K30	9394	0.005543264324007797
H521	598	0.005537443066790898
N946	6909	0.005532203636064667
R53	8878	0.0055299629638079564
O440	O120	0.005504742158881158
N832	6909	0.00547648068206137
J060	A09	0.00547429887946383
Z719	Z368	0.005463935395131369
J398	734	0.005463092169123667
O268	K30	0.005426900692679603
M069	K30	0.005405382658648489
Z300	causal_A11	0.0054015183587126335
9918	8749	0.005399164261660074
K30	K073	0.005378426358316155
O622	8905	0.005370365484513551
O149	9139	0.005363591423083722
Z369	Z308	0.005347969881019641
O600	O321	0.005339819215803359
J069	H522	0.00532920425555274
N760	N390	0.005323421494858969
Z000	H521	0.005321454227554365
O410	causal_A10	0.005306191085758124
K297	I959	0.005288631837336375
Z305	N946	0.005287114124156601
I10	A09	0.005253849521569439
N760	J459	0.0052532654184427015
Z368	O345	0.005252430284500924
Z309	897	0.005245395842254236
Q501	O441	0.005240617210547212
O321	9716	0.005222416781122858
N760	causal_A06	0.005165700215246675
Z012	K297	0.00516221960666267
8878	8876	0.005151952357572819
Z014	Z000	0.005146875596685205
Z349	I849	0.005129702964179125
Z719	I959	0.00512297880182543
causal_A06	9764	0.0051199223225713636
O150	I849	0.0051171300222060704
O363	O13	0.005106837127829887
9131	734	0.005085638888877683
Z355	9918	0.005078956603021601
O345	O13	0.005073500339040811
Z099	O140	0.005069831862203006
9394	598	0.005037637633791667
I842	9904	0.00502698501396608
N832	A09	0.0050249887336638556
J069	I959	0.0050023358934690315
I959	9904	0.004986226927128813
Z000	9929	0.0049829155030396205
O985	O479	0.004979147074092484
K297	J060	0.004954033763953416
Z368	Z355	0.004944604727524193
O141	9929	0.004930786489902969
O441	9929	0.0049227520848186546
Z360	K529	0.004921333115837132
O440	9357	0.004916538695381158
Z719	K297	0.004915399552875936
Z309	Z000	0.004908256705005444
O311	O140	0.004900827915115867
O141	9131	0.0048747127238601175
Z320	Z309	0.004864880753246344
O619	9396	0.0048443834242297545
D259	5794	0.004796835198588545
O622	O619	0.004782185354865902
Z000	O109	0.004778518524610412
Z301	causal_A06	0.004760428082338942
O321	H522	0.004746889855322739
O410	I500	0.004741551264155101
O342	K529	0.004739398057094356
O321	N832	0.00473236820835865
O140	O120	0.00473012329405145
O469	O140	0.004728069972667948
O109	J459	0.004718892373142072
Z349	O600	0.004706941044005652
Z710	A09	0.004704544433984338
Z099	897	0.00469744499817908
Z018	O619	0.004693101479940788
Z369	8749	0.004640943312319518
Z354	9396	0.004631990742893246
O109	8878	0.0045978417289108935
O619	9139	0.0045869093896335365
O469	9764	0.004583070828087042
O365	9921	0.004577696741195142
K290	9929	0.004570920959487189
D259	7534	0.004557170707112963
Z355	K297	0.004551557688202878
K297	B373	0.0045234738291492094
I500	9059	0.004516776846622949
O150	5794	0.004516570023627023
9929	9789	0.004515538555096678
M545	9904	0.0045150567970473005
O140	G439	0.004495254198988075
J40	9139	0.004476032425740315
O365	9139	0.004467002553985448
D259	8602	0.004444636373427658
O469	9929	0.004439119345446929
M069	9789	0.004416951836216227
Z355	O13	0.004406645012707998
O140	734	0.004405771235664363
Z380	598	0.004395535542910688
O140	8878	0.004395009012663074
E780	D259	0.004383677054073103
Z719	Z320	0.004383362271295871
Z000	I959	0.004374831874019781
J069	8879	0.004366502972947446
Z090	causal_A11	0.004363474949813868
O610	J459	0.004361394386640076
Z038	9396	0.004356058427112133
O13	8879	0.0043522575662608125
Z014	K290	0.004348302711401056
Z301	O469	0.004332345619893535
O149	H521	0.004306695675079554
G439	697	0.0042982520787930075
N832	J060	0.004265085618362982
O13	causal_A03	0.004262123124812634
9904	9789	0.004258274622890242
R202	K30	0.004258129639452205
O411	O13	0.004247008089447362
K290	J40	0.004245585371808584
9659	897	0.004231164004439786
O441	O109	0.004157736050172686
Z380	697	0.004147339649147401
O268	O109	0.004126910954640312
Z710	O410	0.004123992235979442
O235	5794	0.004117603623840404
O622	9396	0.004111969625382089
O150	O13	0.004097985640851682
J180	H527	0.004097820300990454
N390	J060	0.00409584747195502
O410	O120	0.004093475492128613
Z719	H663	0.004078232544784876
Z309	9139	0.0040736415555999725
O600	9904	0.004063449735321413
K029	H521	0.00406237120891811
Z380	Z309	0.004055958499800807
Z090	O440	0.004038699835059262
O13	9904	0.004034968833689848
H663	A09	0.004028565143431457
N832	I959	0.004028074239324847
O321	H669	0.004015782398533278
Z354	Z309	0.004008539006756477
Z354	9929	0.00400832477024186
Z301	G439	0.003993243166608738
Z000	J060	0.003965277432842742
O150	I10	0.0039581611593941
Z719	6909	0.003955313680344699
O13	I849	0.00394963607766005
O600	9659	0.003922013448212264
O268	9921	0.003910940260622037
K30	causal_A11	0.003904849177718096
Z719	O13	0.003904795235520138
Z360	8749	0.0039035550561409985
Z349	E780	0.003900463916917282
R69	I10	0.0038940238323735433
O141	N390	0.003866320017239876
O991	O321	0.0038562203309870993
Z360	Z309	0.003855191032402467
Z000	causal_A11	0.0038537463301897687
Z380	Z018	0.00385346628435322
Z369	A09	0.003850268055441856
causal_A03	734	0.0038473503903834983
9357	8602	0.003845415877174174
M545	K290	0.0038351815713291173
N920	K029	0.0038325395805275868
O411	734	0.0038282059779072746
Z710	O342	0.003827879981491901
O13	J398	0.0038131881480994766
K30	H669	0.003806844985721465
K290	J069	0.003796450644168507
Z380	9921	0.0037902745005022383
causal_A11	B373	0.0037872747410356658
Z038	7534	0.003744879305172654
J459	9929	0.0037328128314481315
K073	J069	0.003675574737540712
Z308	8878	0.0036693724251219625
O150	A09	0.0036588755728627002
Z380	8905	0.0036571111727937587
Z038	897	0.0036425284431165455
O141	causal_A10	0.003635910655535552
H521	8876	0.0036319461041413527
O440	H522	0.0036303300165646713
Z710	7534	0.0036273093803307313
O610	8749	0.0036187678915705
L209	K291	0.0036058669376804325
D259	9396	0.0035893153424308632
Z301	D500	0.0035743856353460334
Z320	O140	0.0035452672498829433
O610	O365	0.003542186511652368
O469	9921	0.003532872520440201
Z380	7534	0.003530407873637735
E780	9764	0.0035288873400711163
Z719	J060	0.003526569336935357
J459	7534	0.003525663663425616
Z301	9396	0.0035235934516028374
Z355	I849	0.003519502366139432
O860	9764	0.003504726253305159
K297	8876	0.0034984780796942744
Z349	K029	0.0034866326255536713
J459	A09	0.0034764742656192157
J680	9921	0.0034689659832600034
O632	L209	0.003448938515901356
O345	H522	0.003440849081598005
J069	H521	0.003428307988822837
Z320	O268	0.0034249060492013788
Z355	H521	0.003399341913797167
O345	9139	0.0033961750873369263
O150	8905	0.0033796797286458273
N390	H522	0.0033548145047148027
N946	J40	0.003345373048949967
N920	L209	0.0033404729186201285
Z360	J060	0.0033357448113227736
Z369	Z354	0.0033347737972915636
Z090	9904	0.003299267894488119
Z038	O479	0.0032940527937331747
causal_A06	A09	0.003292334195978129
Z014	O321	0.003278789442877729
Z300	9139	0.0032717637440833037
O610	O479	0.0032666172262138847
Z309	O268	0.0032658144099475916
N832	9918	0.0032633114778098473
causal_A03	9918	0.0032619125291686144
Z355	causal_A11	0.0032586300210383466
M069	K291	0.003254488850841423
K30	H527	0.00325277423064333
O410	O342	0.0032524654293684297
causal_A06	9918	0.0032472770369556384
I842	734	0.0032387808139714104
O411	9918	0.003236043547047599
Z308	K290	0.0032359179162813386
A09	8876	0.0032287712831989644
O262	B373	0.0032097887754740906
H811	7534	0.003207186902494816
O268	D259	0.0032036238849064537
Z300	N832	0.0031929917430081477
D500	5794	0.003177458262010468
Z012	J060	0.003170868761603338
Z308	7534	0.0031529697620060523
Z355	9904	0.0031489908388991563
O120	9396	0.003144545924295567
O345	J069	0.0031306721457962272
O469	O410	0.003122263607266647
O479	9396	0.003102190939507896
H527	6909	0.0030988432770326976
D259	B373	0.0030942159313491536
Z360	Z014	0.0030837016802064206
Z012	9904	0.0030784336425781107
I959	9139	0.0030739422933702167
O13	N946	0.003065184056143416
O140	D500	0.003062651658692024
Z719	Z360	0.0030421288532961784
O109	9921	0.0030302994899919626
Z012	6909	0.003011575831536028
Z038	9139	0.003003652325127154
O363	N832	0.0029898516298549086
O365	O363	0.002978840968108044
Z000	O345	0.0029692684559130436
K291	G439	0.0029676676539093106
O600	5794	0.002959223804821375
Z014	6909	0.002958229715623517
Z719	O141	0.002941564254648945
L209	8878	0.002937252420030181
Z349	O150	0.0029345108848029293
O365	9357	0.002933344722138132
Z309	M545	0.0029311916716871856
O469	A09	0.0029244551635174356
K291	H663	0.0029201875515428542
N920	8879	0.0028721539288122464
O345	K297	0.0028682729872620697
K290	734	0.002853097039740338
K291	8879	0.002851016959953542
Z320	M545	0.0028455209520218765
K029	A09	0.0028454624959769474
T384	9929	0.002841245234694557
O268	J069	0.0028321295668535967
O632	A09	0.002825242608929789
8876	697	0.0028230230535480905
D259	9918	0.002821205929630571
Z380	J180	0.002815543210517357
O991	K291	0.0028116707113311082
Z354	Z301	0.0027988798592636535
N342	9059	0.0027880916399489336
O345	O149	0.0027847381084042003
Z349	M545	0.0027709608866985642
J069	H811	0.002761727937073797
B373	897	0.002754914159204623
Z369	Z014	0.002753608756097069
Z349	Z300	0.0027457535123848018
O13	H521	0.002742775542619938
O268	5794	0.0027135963044087616
Z308	K30	0.002688039506088135
O440	9659	0.002684903958730833
Z000	O469	0.0026845116350568458
R53	I959	0.002683070793054202
J459	897	0.0026830685175928677
Z719	O149	0.0026565754696852377
O342	H521	0.002653249492968243
Z014	R53	0.00263341483101583
H531	A09	0.002633128633541357
O149	causal_A11	0.002624874215909479
Z355	O469	0.0026227351501772033
O410	8749	0.0026218514600305936
Z380	Z360	0.002611119332575388
Z320	6909	0.0026100523971942283
O13	E780	0.002601300718036396
Z301	O410	0.0025977208303949503
Z354	O619	0.0025957335788614577
I842	5794	0.0025947559024112827
Z309	J060	0.0025946848842121175
O440	J069	0.0025928386270824082
O619	O150	0.002578013949193984
Z360	O268	0.0025529253696684627
J180	9059	0.0025389992977815526
O600	D500	0.002538841060037268
Z014	N390	0.0025374286715369285
Z368	I842	0.002521714764425878
E780	causal_A11	0.0025146333837585667
Z014	N920	0.0024932994575183744
Z000	M545	0.0024918079445348804
O321	O268	0.002483012068373364
O345	697	0.002478965568095805
Z309	Z012	0.0024751035059847044
O619	J40	0.0024448003584893853
Z099	O321	0.0024395396745048844
O440	causal_A11	0.002425629672347487
O342	O141	0.002414750699607256
O441	9789	0.0024095193014052035
O109	8879	0.0024040807806294546
J40	7534	0.0023999841391509906
O441	B373	0.002381746258269923
J40	9059	0.0023816414871534602
J060	8879	0.002379924354242218
Z012	5794	0.0023665048987245433
Z000	I10	0.0023636247993053744
N390	causal_A11	0.002348967557835335
I959	8876	0.0023408773498135955
Z369	Z018	0.0023341067626171854
L209	H521	0.002333579931951598
N760	A09	0.002311889735940306
Z038	G439	0.002299036494157084
Z355	G439	0.0022727442840317345
Z719	O140	0.002271083247975071
R53	A09	0.0022563977204853283
Z368	J459	0.002249917104429199
Z301	N390	0.0022463887097101316
O619	O13	0.00222732735503704
causal_A11	6909	0.0022265095873140674
Z014	O365	0.0022255192983831797
N390	I500	0.002207477492260317
O985	8878	0.00219004788193627
O140	causal_A06	0.0021816538167089426
9357	6909	0.0021714819824015558
Z038	9929	0.0021698169860584664
Z349	O860	0.002166139575347721
Z014	9904	0.002165883857970736
O469	O411	0.0021635926115457153
N390	K290	0.002148126503176574
Z355	K029	0.002141915059815608
Z360	8876	0.0021404583202181563
Z305	O13	0.002135848955426277
O150	K297	0.0021144180736221005
9764	897	0.0021119802484089404
Z380	causal_A11	0.0020961705510694826
Z320	M069	0.002087929039144878
O600	I959	0.002085888511057741
Z349	9394	0.002080668723920725
Z349	K30	0.00206629220808116
O321	M545	0.002060848486582743
Z300	O345	0.002058190428535214
N760	697	0.0020487800619916033
Z710	5794	0.0020324177758972947
Z309	697	0.002032296928157401
Z368	K291	0.00202284468239712
K30	I842	0.0020022553637490084
Z355	J40	0.002001311527909774
Z354	J40	0.0020010219744736823
H811	9357	0.0019906816594931044
D259	9921	0.0019878900928322835
J680	9918	0.001986805012485305
Z099	L209	0.001978289754355549
Z308	N832	0.001960915511056577
R12	8878	0.0019606762100730394
Z099	A09	0.0019498484044880755
O321	H531	0.0019462934794037252
Z090	I849	0.001933916326268111
B373	9659	0.0019204737341340424
O441	8602	0.0018806197426532432
Z090	897	0.0018757246289087348
Z368	O991	0.001870245301286369
T384	5794	0.0018538154734902175
O985	N390	0.0018537625242695372
Z368	H811	0.0018522860396553542
causal_A06	causal_A03	0.0018496916498891276
Z090	8905	0.001847632149830085
O985	O141	0.001831444901430354
Z354	O345	0.0018310803992652586
O140	H521	0.0018227288775032895
O622	H521	0.0018175916263687792
J060	D259	0.001794875767919371
Z369	B373	0.0017805348285466918
K290	causal_A11	0.0017668104232581615
O345	O141	0.0017632819475317796
H521	697	0.0017421069083094739
9789	897	0.0017401304663152441
O13	G439	0.0017372720093817692
Z349	N832	0.0017349773590538279
Z018	O469	0.0017221147102476778
Z000	N390	0.0016944044521987568
Z719	Z038	0.001690434025406349
Z090	H811	0.0016883159424470472
O235	9918	0.0016792784056308806
O622	O440	0.0016783086711956018
N832	J180	0.0016762752360001728
I959	H521	0.0016673940870185042
Z719	N390	0.0016615532622181988
Z360	O619	0.0016403950328634557
Z360	K297	0.0016389285274410444
Z090	6909	0.001636842893047014
Z099	O141	0.0016364611576917699
O268	O141	0.0016053966904072741
Z369	O311	0.0015998535734970901
O13	8876	0.0015741625954648407
L024	7171	0.0015508489480775417
O268	697	0.0015505395882615793
Z349	I10	0.0015189593148838558
J40	J398	0.001511357017042005
Z355	9921	0.001509226986191701
Z368	Z000	0.001508305191160796
Z305	8878	0.0014957156436909602
9659	8876	0.001482707149985118
causal_A03	8878	0.001453125754701532
O141	8602	0.0014445790298666637
Z308	O410	0.001436874041600056
causal_A06	7534	0.0014337655176649264
O410	M545	0.00142520580541489
K029	J459	0.001419045684518416
O479	N390	0.0014034108749807876
Z368	D500	0.0013997106851185706
O632	9918	0.001386189746127325
O610	D259	0.0013625472486431462
Z320	O985	0.001357107223022789
Z369	N760	0.001329699604990208
Z090	O469	0.001323159298355928
Z018	O441	0.0013113168308027307
O365	6909	0.0013041353967234884
I959	I10	0.001302540981117238
O321	8879	0.0012983682643950654
O441	N946	0.0012945645600511316
Z354	O342	0.001293011823537241
N390	9659	0.001286114617688359
O365	9659	0.0012752258646944196
N390	598	0.0012728950367834235
Z038	M545	0.0012651681785330944
Z300	J459	0.0012614442382413936
O13	D500	0.001217969225975643
O13	N832	0.0012047246538016553
N390	K529	0.0012036014236487095
J180	9764	0.0011994504739121085
K291	6909	0.0011940000762355695
H521	causal_A06	0.0011922726842265535
O141	I842	0.0011826449579405542
O363	9396	0.00117790843080639
Z369	G439	0.0011710663666091462
Z301	B373	0.0011639907490718678
Z349	O235	0.00115833439587706
Z368	O365	0.0011485292887185715
K291	J060	0.0011329984475488668
J398	9921	0.0011318786795723559
Z380	O321	0.0011298879033045984
K029	8876	0.0011290032756383565
J069	8602	0.0011205949967743947
Z368	O619	0.001115540091003109
H531	8879	0.0011146070807311528
K297	J180	0.0010932293537159131
O632	O321	0.00109083586143126
Z320	I10	0.001085973635945949
Z038	598	0.001084529589964327
O610	9659	0.0010745216361141372
H527	897	0.0010721555415342332
T384	O342	0.001065106313505558
K029	J060	0.001052268498589159
I10	9396	0.00104546332918386
O345	K290	0.0010421704917873266
Z349	R53	0.0010350126986332633
Z369	9394	0.0010286901450309513
O479	I959	0.0010135803959778619
O632	O610	0.001012177210007663
I10	697	0.0010016548927551361
Z308	K297	9.989744156742838e-4
Z038	K029	9.957825429907244e-4
Z090	causal_A06	9.751767344789465e-4
6909	598	9.745615738826511e-4
O469	897	9.735906813081613e-4
I842	9059	9.630893430772101e-4
Z349	G439	9.606304752815201e-4
Z309	J459	9.547879939738403e-4
O469	J069	9.451199226511519e-4
Z369	K290	9.349971314116306e-4
O149	897	9.341897280332548e-4
Z719	O440	9.330056485284984e-4
Z099	O440	9.314204284281865e-4
Z355	O619	9.313830379098801e-4
N946	I959	8.991609065600544e-4
O262	K291	8.985034753779097e-4
O860	9396	8.984713149610013e-4
O469	7534	8.942601834683835e-4
O342	B373	8.92182566534133e-4
O365	O140	8.749356236463167e-4
Z018	O345	8.692985932586309e-4
O600	9921	8.682793744964359e-4
Z355	Z309	8.644157449949515e-4
O469	H521	8.600493968954798e-4
Z300	O440	8.518688491185589e-4
O411	8878	8.496953291650747e-4
O600	8905	8.418322210509456e-4
I849	A09	8.38759280033293e-4
Z300	O410	8.16584821201843e-4
Z300	N946	7.849366438818801e-4
O268	causal_A11	7.814715406372241e-4
O440	7534	7.587177470330747e-4
I842	9929	7.4928352023849e-4
Z309	Z014	7.32263057414938e-4
Z012	O13	7.242847435179903e-4
N832	697	7.146878514691493e-4
9904	9659	7.137568380501827e-4
Z090	O441	7.001606139387091e-4
O149	7171	6.968482711956429e-4
Z369	J060	6.880709755392155e-4
O632	O410	6.742786849068738e-4
O13	9764	6.704432455676813e-4
Z300	Z012	6.694264430713948e-4
Z301	D259	6.66546581187932e-4
Z308	K291	6.648318611861186e-4
N920	D259	6.548160237253161e-4
L209	I10	6.496871845490635e-4
K073	8879	6.306971106429884e-4
N390	I959	6.20810678676328e-4
Z018	N390	6.082655216421266e-4
Z014	O149	6.074221904444008e-4
causal_A11	9789	5.871455510086668e-4
O610	J180	5.812056435213733e-4
Z014	causal_A06	5.785271929445631e-4
Z360	K029	5.699852429190757e-4
Z368	O342	5.6222909297037e-4
O619	O363	5.620273855676801e-4
Z099	9357	5.469249900806608e-4
Z349	O109	5.416712583328591e-4
N946	8905	5.318793945218242e-4
Z090	H522	5.282399081164085e-4
H811	B373	5.267333864216544e-4
O342	N760	5.221481506903306e-4
O440	8876	5.217776666696027e-4
9716	598	5.203321447700239e-4
K30	8878	5.192516890665186e-4
I500	6909	4.943964778787449e-4
Z320	O610	4.917135821438322e-4
O991	O622	4.806730830541753e-4
Z305	Z300	4.669730557223622e-4
Z301	I10	4.6228307727690457e-4
A09	9139	4.6217978875267803e-4
O363	897	4.5107703546862476e-4
Z014	O441	4.3605188332008696e-4
Z369	H531	4.2411969062562443e-4
O479	H521	4.2108091345586954e-4
O268	J180	4.1274305089859234e-4
Z360	Z308	4.0028014497830853e-4
O440	9764	0.00039850205791886096
Z719	O410	3.9707273062974724e-4
O991	O441	3.747866465539561e-4
O619	9918	3.525062680588133e-4
Z380	8879	3.4757282986231226e-4
O365	9764	3.472869653507269e-4
O985	A09	3.4206262597738106e-4
K529	I959	3.3481018952052476e-4
Z368	Z354	3.3262873363413187e-4
O363	9904	3.3072126020865776e-4
N390	J180	0.00032943658095624753
Z000	K029	3.291368508365381e-4
N390	D259	3.2657022944656704e-4
O13	9789	3.043102607240047e-4
Z014	O469	3.013471889984757e-4
Z301	N832	2.9697168567108424e-4
Z380	8878	2.89016570774633e-4
9357	8876	2.841792936076328e-4
O149	8905	2.7343359990868144e-4
Z368	O149	2.689215650403858e-4
Z368	9396	2.621688630603348e-4
Z000	L209	2.5493273660029316e-4
O622	O410	2.467552728679661e-4
O632	J069	2.4285457733989698e-4
Z308	I10	2.3290381587369729e-4
causal_A06	8878	2.2891885573004189e-4
O363	5794	2.276755574876041e-4
O140	N946	2.255305306578128e-4
O150	J069	2.2346851308220313e-4
O619	O440	2.228767764003269e-4
O410	8876	2.2260500932407863e-4
J180	598	2.20483648801978e-4
K029	D500	2.129328286015872e-4
O441	I842	2.0600498825770722e-4
Z038	O622	1.9308614722558304e-4
O441	O342	1.87039680935504e-4
Z354	7534	1.848774129009204e-4
O410	O262	1.84289985620239e-4
A09	7171	1.7412930763235812e-4
O342	9394	1.6308270427615911e-4
Z368	Z320	1.6234763199858215e-4
O321	K291	1.607692820094981e-4
O622	H811	1.4880512749881536e-4
R53	O141	1.4043005252432577e-4
Z305	A09	1.3915290306934383e-4
Z090	598	1.3165220823855653e-4
9929	7171	1.2019251030942753e-4
Z369	O120	9.896882965030467e-5
O363	9921	9.420239339417691e-5
9396	7171	9.3887219234542e-5
Z349	P229	8.51051894026905e-5
O610	causal_A11	6.995465156804957e-5
J40	598	6.828140434273897e-5
Z090	H527	6.186232917272915e-5
O13	9357	5.876679411068422e-5
O622	9918	5.062629395065487e-5
O619	O600	4.524596058755148e-5
Z014	J069	4.4442538935882696e-5
O363	8878	3.4941530203617226e-5
Z012	9918	3.171820691406758e-5
Z360	A09	3.088771825372826e-5
H527	A09	2.5961038403414852e-5
O141	7171	2.400390014895414e-5
Z380	M545	2.3861740675204692e-5
Z349	K529	-1.2206231590781584e-5
M069	J459	-1.9395796943476333e-5
O901	N342	-2.165877985322574e-5
J459	9716	-2.4242068846679323e-5
Z508	N342	-2.762232830335606e-5
Z508	O901	-2.9649437942498638e-5
J459	D259	-3.107304948383811e-5
T384	N342	-3.146950068009332e-5
Z479	N342	-3.344003376885299e-5
T384	O901	-3.377894134211293e-5
Z479	O901	-3.589408521742546e-5
Z368	D259	-4.124889417227031e-5
Z508	T384	-4.307966625146781e-5
O991	O469	-4.313540309815618e-5
P229	N342	-4.398792684407853e-5
Z508	Z479	-4.577719579481875e-5
P229	O901	-4.721605263897043e-5
N342	L024	-4.726840625232243e-5
O901	L024	-5.073727538187574e-5
N342	I219	-5.0776978849699995e-5
N342	9389	-5.079699836789426e-5
Z479	T384	-5.215293505969276e-5
O901	I219	-5.450333030475859e-5
O901	9389	-5.452481898849495e-5
N342	K089	-5.609530802834706e-5
R12	N342	-5.711960654243076e-5
Q501	N342	-5.8864905200787656e-5
N342	K073	-6.017823846147109e-5
O901	K089	-6.021195374960528e-5
Z508	P229	-6.021656418396636e-5
R12	O901	-6.131142208245418e-5
O441	O150	-6.23480536068439e-5
Q501	O901	-6.318480233042485e-5
O901	K073	-6.459451669542487e-5
Z508	L024	-6.470732364970478e-5
N342	B379	-6.572626011475962e-5
T384	P229	-6.860338443356386e-5
R202	N342	-6.913648328619135e-5
Z508	I219	-6.951032761365633e-5
Z508	9389	-6.953773301065223e-5
O901	B379	-7.054968897161746e-5
Z479	P229	-7.289913861149946e-5
K089	734	-7.310600921154239e-5
T384	L024	-7.371960622711598e-5
O311	N342	-7.394410001915943e-5
R202	O901	-7.421017693574136e-5
O345	O109	-7.547388491444238e-5
Z508	K089	-7.679076870990389e-5
Z508	R12	-7.81929656692223e-5
Z479	L024	-7.833572406218949e-5
T384	I219	-7.919156119176798e-5
T384	9389	-7.922278354830882e-5
O901	O311	-7.937060846818885e-5
Z508	Q501	-8.05821641648707e-5
N342	J680	-8.100378405382776e-5
Z508	K073	-8.238003058486467e-5
O860	N342	-8.278602233118813e-5
Z479	I219	-8.415031771190747e-5
Z479	9389	-8.418349512616983e-5
O901	J680	-8.69483789360882e-5
T384	K089	-8.748600485736257e-5
Z349	R69	-8.774567818113265e-5
O991	K30	-8.853482252145892e-5
N342	9783	-8.885343297614421e-5
O901	O860	-8.886140967708917e-5
T384	R12	-8.908349648391105e-5
Z508	B379	-8.997490549721148e-5
T384	Q501	-9.180545688013073e-5
J40	8878	-9.281455078100666e-5
Z479	K089	-9.29641364978227e-5
R69	N342	-9.342820292548203e-5
T384	K073	-9.385372587208439e-5
Z508	R202	-9.464327559794511e-5
Z479	R12	-9.466165863142369e-5
O901	9783	-9.537408715484511e-5
Z479	Q501	-9.755406065878337e-5
